NO.,STATION,NAME,DATE,AWND(avg wind speed),PRCP(precipitation),SNOW(snowfall),TAVG(temprature avg),WDF2,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT22,YYYY,Date,Var.28,Tm,home,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
985,USW00014739,"BOSTON, MA US",7/18/17,7.83,0.12,0,74,160,18.1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,"Tuesday, Jul 18,2017",boxscore,BOS,,TOR,W-wo,5,4,15,53-42,1,up 2.0,Velazquez,Bolsinger,,04:59,N,36488,+,
995,USW00014739,"BOSTON, MA US",7/19/17,8.95,0,0,79,240,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Wednesday, Jul 19,2017",boxscore,BOS,,TOR,W,5,1,,54-42,1,up 3.0,Pomeranz,Sanchez,,02:47,N,37360,++,
1005,USW00014739,"BOSTON, MA US",7/20/17,7.61,0,0,84,230,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Thursday, Jul 20,2017",boxscore,BOS,,TOR,L,6,8,,54-43,1,up 2.5,Leone,Fister,Osuna,03:25,D,37094,-,
1074,USW00014739,"BOSTON, MA US",7/28/17,7.83,0,0,72,120,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Friday, Jul 28,2017",boxscore,BOS,,KCR,L,2,4,,56-48,2,0.5,Vargas,Porcello,Herrera,02:44,N,37321,-,
1083,USW00014739,"BOSTON, MA US",7/29/17,13.87,0,0,68,40,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Saturday, Jul 29,2017",boxscore,BOS,,KCR,W-wo,9,8,10,57-48,2,0.5,Barnes,Minor,,04:45,N,36912,+,
1095,USW00014739,"BOSTON, MA US",7/30/17,10.07,0,0,66,80,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Sunday, Jul 30,2017",boxscore,BOS,,KCR,L,3,5,,57-49,2,0.5,Hammel,Barnes,Herrera,03:13,D,36480,-,
1105,USW00014739,"BOSTON, MA US",7/31/17,8.5,0,0,70,190,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Monday, Jul 31,2017",boxscore,BOS,,CLE,W,6,2,,58-49,2,0.5,Fister,Clevinger,,02:47,N,37169,+,
1125,USW00014739,"BOSTON, MA US",8/1/17,7.61,0,0,74,110,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Tuesday, Aug 1,2017",boxscore,BOS,,CLE,W-wo,12,10,,59-49,1,up 0.5,Kimbrel,Allen,,03:36,N,37126,++,
1133,USW00014739,"BOSTON, MA US",8/3/17,10.07,0,0,74,190,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Thursday, Aug 3,2017",boxscore,BOS,,CHW,W,9,5,,60-49,1,up 2.0,Porcello,Gonzalez,,03:26,N,37442,+++,
1145,USW00014739,"BOSTON, MA US",8/4/17,10.07,0,0,75,200,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Friday, Aug 4,2017",boxscore,BOS,,CHW,W-wo,3,2,11,61-49,1,up 3.0,Hembree,Bummer,,03:43,N,36612,++++,
1155,USW00014739,"BOSTON, MA US",8/5/17,9.84,0.16,0,72,180,19.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Saturday, Aug 5,2017",boxscore,BOS,,CHW,W,4,1,,62-49,1,up 3.0,Pomeranz,Shields,Kimbrel,02:41,N,36599,+++++,
1165,USW00014739,"BOSTON, MA US",8/6/17,14.09,0,0,71,270,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Sunday, Aug 6,2017",boxscore,BOS,,CHW,W,6,3,,63-49,1,up 3.0,Fister,Pelfrey,Kimbrel,02:36,D,37283,++++++,
1225,USW00014739,"BOSTON, MA US",8/14/17,5.82,0,0,72,100,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Monday, Aug 14,2017",boxscore,BOS,,CLE,L,3,7,,67-51,1,up 4.5,Bauer,Fister,,03:14,N,37430,-,
1235,USW00014739,"BOSTON, MA US",8/15/17,8.95,0,0,73,190,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Tuesday, Aug 15,2017",boxscore,BOS,,STL,W,10,4,,68-51,1,up 4.5,Porcello,Leake,,02:52,N,37345,+,
1245,USW00014739,"BOSTON, MA US",8/16/17,10.51,0,0,75,320,19.9,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,"Wednesday, Aug 16,2017",boxscore,BOS,,STL,W-wo,5,4,,69-51,1,up 4.5,Kimbrel,Duke,,03:35,N,37181,++,
1255,USW00014739,"BOSTON, MA US",8/18/17,10.74,0.24,0,72,190,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Friday, Aug 18,2017",boxscore,BOS,,NYY,W,9,6,,70-51,1,up 5.0,Reed,Kahnle,Kimbrel,04:09,N,36784,+++,
1265,USW00014739,"BOSTON, MA US",8/19/17,6.26,0.01,0,70,90,16.1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,"Saturday, Aug 19,2017",boxscore,BOS,,NYY,L,3,4,,70-52,1,up 4.0,Sabathia,Sale,Betances,03:09,N,37274,-,
1275,USW00014739,"BOSTON, MA US",8/20/17,10.74,0,0,75,310,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Sunday, Aug 20,2017",boxscore,BOS,,NYY,W,5,1,,71-52,1,up 5.0,Porcello,Gray,,03:36,D,36911,+,
1325,USW00014739,"BOSTON, MA US",8/25/17,7.83,0,0,68,320,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Friday, Aug 25,2017",boxscore,BOS,,BAL,L,3,16,,73-55,1,up 4.5,Hellickson,Porcello,,03:37,N,37191,--,
1335,USW00014739,"BOSTON, MA US",8/26/17,7.61,0,0,67,110,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Saturday, Aug 26,2017",boxscore,BOS,,BAL,L,0,7,,73-56,1,up 3.5,Gausman,Rodriguez,,02:58,D,36655,---,
1345,USW00014739,"BOSTON, MA US",8/27/17,7.61,0,0,65,90,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Sunday, Aug 27,2017",boxscore,BOS,,BAL,L,1,2,,73-57,1,up 2.5,Miley,Fister,Brach,03:22,D,36625,----,
1435,USW00014739,"BOSTON, MA US",9/4/17,13.87,0,0,66,220,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Monday, Sep 4,2017",boxscore,BOS,,TOR,L,4,10,,77-61,1,up 2.5,Happ,Porcello,,03:25,N,34311,---,
1445,USW00014739,"BOSTON, MA US",9/5/17,17,0,0,74,200,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Tuesday, Sep 5,2017",boxscore,BOS,,TOR,W-wo,3,2,19,78-61,1,up 3.5,Velazquez,Rowley,,06:00,N,33009,+,
1455,USW00014739,"BOSTON, MA US",9/6/17,8.28,0.22,0,70,320,21,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Wednesday, Sep 6,2017",boxscore,BOS,,TOR,W,6,1,,79-61,1,up 4.0,Fister,Biagini,,02:57,N,33190,++,
1465,USW00014739,"BOSTON, MA US",9/8/17,10.29,0,0,65,290,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Friday, Sep 8,2017",boxscore,BOS,,TBR,W,9,3,,80-61,1,up 4.5,Pomeranz,Archer,,03:14,N,34781,+++,
1475,USW00014739,"BOSTON, MA US",9/9/17,8.28,0.01,0,62,330,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Saturday, Sep 9,2017",boxscore,BOS,,TBR,W,9,0,,81-61,1,up 4.5,Sale,Andriese,,03:05,N,36734,++++,
1485,USW00014739,"BOSTON, MA US",9/10/17,8.72,0,0,62,360,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Sunday, Sep 10,2017",boxscore,BOS,,TBR,L,1,4,,81-62,1,up 3.5,Cobb,Porcello,Colome,03:22,D,35859,-,
1495,USW00014739,"BOSTON, MA US",9/12/17,8.5,0,0,72,250,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Tuesday, Sep 12,2017",boxscore,BOS,,OAK,W,11,1,,82-62,1,up 4.0,Rodriguez,Manaea,,03:06,N,34355,+,
1505,USW00014739,"BOSTON, MA US",9/13/17,8.5,0.03,0,71,110,15,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Wednesday, Sep 13,2017",boxscore,BOS,,OAK,L,3,7,,82-63,1,up 3.0,Cotton,Fister,,03:07,N,36366,-,
1519,USW00014739,"BOSTON, MA US",9/14/17,11.18,0.33,0,74,220,40.9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,"Thursday, Sep 14,2017",boxscore,BOS,,OAK,W,6,2,,83-63,1,up 3.0,Pomeranz,Gossett,,03:19,D,35470,+,
1619,USW00014739,"BOSTON, MA US",9/25/17,4.7,0,0,71,100,13,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Monday, Sep 25,2017",boxscore,BOS,,TOR,L,4,6,,91-65,1,up 4.0,Anderson,Pomeranz,Osuna,02:57,N,33940,-,
1625,USW00014739,"BOSTON, MA US",9/26/17,4.92,0,0,69,110,12.1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Tuesday, Sep 26,2017",boxscore,BOS,,TOR,L,4,9,,91-66,1,up 3.0,Happ,Sale,,03:04,N,33999,--,
1635,USW00014739,"BOSTON, MA US",9/27/17,8.5,0,0,74,190,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Wednesday, Sep 27,2017",boxscore,BOS,,TOR,W,10,7,,92-66,1,up 3.0,Porcello,Estrada,,02:57,N,34445,+,
1644,USW00014739,"BOSTON, MA US",9/28/17,13.2,0,0,75,340,25.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Thursday, Sep 28,2017",boxscore,BOS,,HOU,L,2,12,,92-67,1,up 3.0,Peacock,Rodriguez,,03:31,N,34222,-,
1654,USW00014739,"BOSTON, MA US",9/29/17,9.4,0,0,59,320,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Friday, Sep 29,2017",boxscore,BOS,,HOU,L,2,3,,92-68,1,up 2.0,Morton,Fister,Giles,02:47,N,36623,--,
1664,USW00014739,"BOSTON, MA US",9/30/17,10.51,1.55,0,56,30,25.9,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,2017,"Saturday, Sep 30,2017",boxscore,BOS,,HOU,W,6,3,,93-68,1,up 2.0,Pomeranz,McCullers,,03:19,D,35722,+,
1684,USW00014739,"BOSTON, MA US",10/1/17,8.28,0,0,55,300,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017,"Sunday, Oct 1,2017",boxscore,BOS,,HOU,L,3,4,,93-69,1,up 2.0,McHugh,Abad,Clippard,03:09,D,34517,-,
